Date,Description,Deposits,Withdrawls,Balance
12-Sep-20,ATM,0,"44,175.30","397,577.68"
12-Sep-20,Purchase,413,0,"397,990.68"
12-Sep-20,Reversal,0,"44,221.19","353,769.49"
12-Sep-20,Purchase,406.2,0,"354,175.69"
12-Sep-20,Transfer,"2,056,960.75",0,"2,411,136.44"
12-Sep-20,Tax,0,"267,904.05","2,143,232.39"
12-Sep-20,Bill,45.7,0,"2,143,278.09"
12-Sep-20,Cheque,41.33,0,"2,143,319.42"
12-Sep-20,Cheque,0,"306,188.49","1,837,130.93"
12-Sep-20,Cheque,0,"306,188.49","1,530,942.44"
12-Sep-20,Purchase,7,0,"1,530,949.44"
12-Sep-20,Tax,299.7,0,"1,531,249.14"
12-Sep-20,Bill,7.09,0,"1,531,256.23"
12-Sep-20,IMPS,"14,902.60",0,"1,546,158.83"
13-Sep-20,NEFT,0,"171,795.43","1,374,363.40"
13-Sep-20,ATM,4.5,0,"1,374,367.90"
13-Sep-20,Transfer,"2,904.55",0,"1,377,272.45"
13-Sep-20,Transfer,"884,479.50",0,"2,261,751.95"
13-Sep-20,IMPS,0,"753,917.32","1,507,834.63"
13-Sep-20,ATM,0,"150,783.46","1,357,051.17"
13-Sep-20,IMPS,5.44,0,"1,357,056.61"
13-Sep-20,Debit Card,0,"135,705.66","1,221,350.95"
13-Sep-20,Tax,0,"407,116.98","814,233.97"
13-Sep-20,RTGS,88.38,0,"814,322.35"
13-Sep-20,Bill,0,"135,720.39","678,601.96"
13-Sep-20,Purchase,0,"75,400.22","603,201.74"
13-Sep-20,Commission,0,"301,600.87","301,600.87"
13-Sep-20,Purchase,336.81,0,"301,937.68"
13-Sep-20,RTGS,"1,602,771.00",0,"1,904,708.68"
14-Sep-20,Bill,37.63,0,"1,904,746.31"
14-Sep-20,Interest,0,"211,638.48","1,693,107.83"
14-Sep-20,Miscellaneous,"534,922.00",0,"2,228,029.83"
14-Sep-20,Bill,"2,008,229.80",0,"4,236,259.63"
14-Sep-20,Commission,"2,900.00",0,"4,239,159.63"
15-Sep-20,Cash,0,"1,059,789.91","3,179,369.72"
15-Sep-20,ATM,0,"397,421.22","2,781,948.51"
15-Sep-20,IMPS,0,"397,421.22","2,384,527.29"
15-Sep-20,Commission,0,"340,646.76","2,043,880.53"
15-Sep-20,Commission,0,"204,388.05","1,839,492.48"
15-Sep-20,Reversal,245,0,"1,839,737.48"
15-Sep-20,Transfer,0,"204,415.28","1,635,322.20"
15-Sep-20,Cash,"1,751,873.50",0,"3,387,195.70"
15-Sep-20,Miscellaneous,0,"846,798.93","2,540,396.78"
15-Sep-20,Debit Card,0,"423,399.46","2,116,997.32"
15-Sep-20,Bill,0,"2,116,997.32",0
15-Sep-20,Reversal,"2,662.99",0,"2,662.99"
15-Sep-20,Debit Card,0,380.43,"2,282.56"
15-Sep-20,Bill,"199,807.00",0,"202,089.56"
15-Sep-20,Cheque,170,0,"202,259.56"
15-Sep-20,ATM,"16,689.37",0,"218,948.93"
15-Sep-20,Purchase,16.91,0,"218,965.84"
15-Sep-20,RTGS,0,"31,280.83","187,685.01"
15-Sep-20,Cheque,"2,422.57",0,"190,107.58"
15-Sep-20,Debit Card,0,"31,684.60","158,422.98"
15-Sep-20,Purchase,0,"17,602.55","140,820.43"
15-Sep-20,Transfer,"8,939.69",0,"149,760.12"
15-Sep-20,NEFT,"254,614.97",0,"404,375.09"
15-Sep-20,Debit Card,0,"134,791.70","269,583.39"
15-Sep-20,RTGS,0,"67,395.85","202,187.54"
15-Sep-20,Cash,0,"25,273.44","176,914.10"
15-Sep-20,Miscellaneous,0,"35,382.82","141,531.28"
15-Sep-20,IMPS,0,"28,306.26","113,225.02"
15-Sep-20,Miscellaneous,18.93,0,"113,243.95"
15-Sep-20,Transfer,27,0,"113,270.95"
15-Sep-20,Cash,218.61,0,"113,489.56"
15-Sep-20,Bill,5,0,"113,494.56"
15-Sep-20,Cash,0,"56,747.28","56,747.28"
15-Sep-20,Interest,0,"6,305.25","50,442.03"
15-Sep-20,Bill,"2,076,465.00",0,"2,126,907.03"
15-Sep-20,IMPS,"3,019.20",0,"2,129,926.23"
15-Sep-20,Purchase,74,0,"2,130,000.23"
15-Sep-20,Commission,57,0,"2,130,057.23"
15-Sep-20,Purchase,"1,360,195.80",0,"3,490,253.03"
15-Sep-20,Transfer,0,"387,805.89","3,102,447.14"
15-Sep-20,Cheque,"13,799.14",0,"3,116,246.28"
15-Sep-20,ATM,"794,307.00",0,"3,910,553.28"
15-Sep-20,Interest,0,"488,819.16","3,421,734.12"
15-Sep-20,Cash,479.4,0,"3,422,213.52"
15-Sep-20,Commission,0,"427,776.69","2,994,436.83"
15-Sep-20,Miscellaneous,0,"499,072.81","2,495,364.02"
15-Sep-20,Commission,0,"277,262.67","2,218,101.35"
15-Sep-20,NEFT,0,"2,218,101.35",0
15-Sep-20,Bill,1.03,0,1.03
15-Sep-20,Reversal,"1,687,673.00",0,"1,687,674.03"
15-Sep-20,Debit Card,0,"337,534.81","1,350,139.22"
15-Sep-20,Reversal,0,"135,013.92","1,215,125.30"
15-Sep-20,Cash,0,"135,013.92","1,080,111.38"
15-Sep-20,Cheque,"22,879.00",0,"1,102,990.38"
15-Sep-20,Reversal,0,"220,598.08","882,392.30"
15-Sep-20,Cash,0,"126,056.04","756,336.26"
15-Sep-20,NEFT,0,"126,056.04","630,280.22"
15-Sep-20,NEFT,0,"63,028.02","567,252.20"
15-Sep-20,Miscellaneous,0,"141,813.05","425,439.15"
15-Sep-20,RTGS,0,"47,271.02","378,168.13"
15-Sep-20,IMPS,0,"126,056.04","252,112.09"
15-Sep-20,NEFT,"161,255.20",0,"413,367.29"
15-Sep-20,IMPS,"39,643.00",0,"453,010.29"
15-Sep-20,Tax,"1,801.68",0,"454,811.97"
15-Sep-20,Tax,0,"151,603.99","303,207.98"
15-Sep-20,Commission,6,0,"303,213.98"
15-Sep-20,Bill,329.1,0,"303,543.08"
15-Sep-20,Transfer,0,"303,543.08",0
15-Sep-20,Interest,"37,039.80",0,"37,039.80"
15-Sep-20,Tax,0,"37,039.80",0
15-Sep-20,IMPS,"243,467.50",0,"243,467.50"
15-Sep-20,Bill,"825,841.50",0,"1,069,309.00"
15-Sep-20,Tax,0,"118,812.11","950,496.89"
15-Sep-20,RTGS,"23,474.40",0,"973,971.29"
15-Sep-20,Interest,486,0,"974,457.29"
15-Sep-20,Commission,"132,780.50",0,"1,107,237.79"
15-Sep-20,Cheque,54,0,"1,107,291.79"
15-Sep-20,Reversal,421,0,"1,107,712.79"
15-Sep-20,Cheque,7.75,0,"1,107,720.54"
15-Sep-20,Transfer,47.2,0,"1,107,767.74"
15-Sep-20,IMPS,0,"184,627.96","923,139.78"
15-Sep-20,IMPS,1.66,0,"923,141.44"
15-Sep-20,ATM,43,0,"923,184.44"
15-Sep-20,Debit Card,6.6,0,"923,191.04"
15-Sep-20,Cheque,"9,881.00",0,"933,072.04"
15-Sep-20,RTGS,0,"466,536.02","466,536.02"
15-Sep-20,Cheque,"2,945.50",0,"469,481.52"
15-Sep-20,Transfer,0,"46,948.15","422,533.37"
15-Sep-20,Miscellaneous,0,"84,506.67","338,026.70"
15-Sep-20,Interest,0,"338,026.70",0
15-Sep-20,ATM,510.6,0,510.6
15-Sep-20,Commission,0,102.12,408.48
15-Sep-20,Tax,0,68.08,340.4
15-Sep-20,Purchase,288.88,0,629.28
15-Sep-20,Debit Card,0,69.92,559.36
15-Sep-20,Interest,"1,615,027.50",0,"1,615,586.86"
15-Sep-20,Cheque,0,"807,793.43","807,793.43"
15-Sep-20,NEFT,23,0,"807,816.43"
15-Sep-20,Cheque,201.71,0,"808,018.14"
15-Sep-20,Bill,"54,630.00",0,"862,648.14"
15-Sep-20,Cheque,"2,695.04",0,"865,343.18"
15-Sep-20,NEFT,38,0,"865,381.18"
15-Sep-20,ATM,205,0,"865,586.18"
15-Sep-20,Miscellaneous,0,"432,793.09","432,793.09"
15-Sep-20,Purchase,3.6,0,"432,796.69"
15-Sep-20,Commission,0,"108,199.17","324,597.52"
15-Sep-20,Cash,0,"64,919.50","259,678.02"
15-Sep-20,Interest,"1,638,148.50",0,"1,897,826.52"
15-Sep-20,Tax,313.7,0,"1,898,140.22"
15-Sep-20,Debit Card,0,"949,070.11","949,070.11"
15-Sep-20,Bill,0,"189,814.02","759,256.09"
15-Sep-20,ATM,"12,433.00",0,"771,689.09"
16-Sep-20,RTGS,"549,535.00",0,"1,321,224.09"
16-Sep-20,RTGS,0,"220,204.02","1,101,020.08"
16-Sep-20,ATM,1,0,"1,101,021.08"
16-Sep-20,Tax,0,"1,101,021.08",0
16-Sep-20,ATM,6.14,0,6.14
16-Sep-20,Miscellaneous,"2,148.70",0,"2,154.84"
16-Sep-20,Commission,0,359.14,"1,795.70"
16-Sep-20,Tax,0,199.52,"1,596.18"
16-Sep-20,Debit Card,"29,131.08",0,"30,727.26"
16-Sep-20,Bill,452.27,0,"31,179.53"
16-Sep-20,RTGS,36.29,0,"31,215.82"
16-Sep-20,Cheque,"254,534.06",0,"285,749.88"
16-Sep-20,Tax,509.2,0,"286,259.08"
16-Sep-20,Bill,0,"286,259.08",0
16-Sep-20,Purchase,23,0,23
16-Sep-20,Tax,0,4.6,18.4
16-Sep-20,Debit Card,"27,637.70",0,"27,656.10"
16-Sep-20,Commission,"550,677.00",0,"578,333.10"
16-Sep-20,Interest,0,"57,833.31","520,499.79"
16-Sep-20,Commission,"1,606.00",0,"522,105.79"
16-Sep-20,ATM,0,"104,421.16","417,684.63"
16-Sep-20,NEFT,"11,675.50",0,"429,360.13"
16-Sep-20,Reversal,0,"47,706.68","381,653.45"
16-Sep-20,Tax,"1,972,385.50",0,"2,354,038.95"
16-Sep-20,IMPS,"1,860,241.25",0,"4,214,280.20"
16-Sep-20,Miscellaneous,12.02,0,"4,214,292.22"
16-Sep-20,RTGS,0,"4,214,292.22",0
16-Sep-20,Cheque,53.75,0,53.75
16-Sep-20,IMPS,"218,786.50",0,"218,840.25"
16-Sep-20,Bill,0,"43,768.05","175,072.20"
17-Sep-20,Cheque,0,"87,536.10","87,536.10"
17-Sep-20,Purchase,0,"10,942.01","76,594.09"
17-Sep-20,Interest,16,0,"76,610.09"
17-Sep-20,Cheque,0,"9,576.26","67,033.83"
17-Sep-20,Interest,30.2,0,"67,064.03"
17-Sep-20,NEFT,0,"33,532.02","33,532.02"
17-Sep-20,Bill,0,"4,191.50","29,340.52"
17-Sep-20,ATM,0,"5,868.10","23,472.42"
17-Sep-20,Bill,0,"2,934.05","20,538.37"
17-Sep-20,NEFT,0,"10,269.19","10,269.18"
17-Sep-20,Interest,0,"1,711.53","8,557.65"
17-Sep-20,Bill,"29,382.90",0,"37,940.55"
17-Sep-20,Purchase,0,"7,588.11","30,352.44"
17-Sep-20,Cheque,0,"10,117.48","20,234.96"
17-Sep-20,Debit Card,0,"6,744.99","13,489.97"
18-Sep-20,Cheque,"1,573,826.00",0,"1,587,315.97"
18-Sep-20,NEFT,"92,612.00",0,"1,679,927.97"
18-Sep-20,Debit Card,7,0,"1,679,934.97"
18-Sep-20,Commission,"1,929,475.25",0,"3,609,410.22"
18-Sep-20,Debit Card,0,"1,203,136.74","2,406,273.48"
18-Sep-20,IMPS,788,0,"2,407,061.48"
18-Sep-20,Cash,2.34,0,"2,407,063.82"
18-Sep-20,Cheque,"8,285.10",0,"2,415,348.92"
18-Sep-20,RTGS,0,"2,415,348.92",0
18-Sep-20,Cheque,59.1,0,59.1
18-Sep-20,Interest,"15,055.90",0,"15,115.00"
18-Sep-20,Reversal,480,0,"15,595.00"
18-Sep-20,Purchase,0,"3,119.00","12,476.00"
18-Sep-20,Interest,0,"3,119.00","9,357.00"
18-Sep-20,Cash,"4,051.85",0,"13,408.85"
18-Sep-20,Commission,"554,924.20",0,"568,333.05"
18-Sep-20,Reversal,164,0,"568,497.05"
18-Sep-20,NEFT,"2,648.00",0,"571,145.05"
18-Sep-20,Commission,0,"114,229.01","456,916.04"
18-Sep-20,Miscellaneous,0,"65,273.72","391,642.32"
18-Sep-20,Reversal,19.6,0,"391,661.92"
18-Sep-20,Bill,48,0,"391,709.92"
18-Sep-20,Bill,0,"195,854.96","195,854.96"
18-Sep-20,Cheque,58,0,"195,912.96"
18-Sep-20,Transfer,"1,366,820.00",0,"1,562,732.96"
18-Sep-20,Cash,0,"156,273.30","1,406,459.66"
18-Sep-20,Cash,"159,509.00",0,"1,565,968.66"
18-Sep-20,Cash,11.36,0,"1,565,980.02"
18-Sep-20,Purchase,0,"260,996.67","1,304,983.35"
18-Sep-20,Debit Card,3.5,0,"1,304,986.85"
18-Sep-20,RTGS,"250,972.00",0,"1,555,958.85"
18-Sep-20,Commission,0,"1,555,958.85",0
18-Sep-20,Reversal,249.7,0,249.7
18-Sep-20,ATM,305.7,0,555.4
18-Sep-20,Reversal,"2,532.37",0,"3,087.77"
18-Sep-20,Commission,710.3,0,"3,798.07"
18-Sep-20,Debit Card,"304,837.00",0,"308,635.07"
18-Sep-20,Tax,"1,550,760.80",0,"1,859,395.87"
18-Sep-20,Debit Card,0,"265,627.98","1,593,767.89"
18-Sep-20,ATM,0,"177,085.32","1,416,682.57"
18-Sep-20,Bill,254,0,"1,416,936.57"
19-Sep-20,Bill,3.79,0,"1,416,940.36"
19-Sep-20,Interest,0,"283,388.07","1,133,552.29"
19-Sep-20,Reversal,"738,753.20",0,"1,872,305.49"
19-Sep-20,RTGS,0,"312,050.92","1,560,254.58"
19-Sep-20,Commission,0,"520,084.86","1,040,169.72"
19-Sep-20,Bill,0,"104,016.97","936,152.75"
19-Sep-20,Commission,0,"133,736.11","802,416.64"
19-Sep-20,Commission,0,"133,736.11","668,680.53"
19-Sep-20,Transfer,"1,675,457.75",0,"2,344,138.28"
19-Sep-20,Interest,0,"468,827.66","1,875,310.62"
19-Sep-20,Reversal,0,"234,413.83","1,640,896.79"
19-Sep-20,Tax,69.5,0,"1,640,966.29"
19-Sep-20,Purchase,6,0,"1,640,972.29"
19-Sep-20,Cash,0,"234,424.61","1,406,547.68"
19-Sep-20,ATM,73.4,0,"1,406,621.08"
19-Sep-20,Debit Card,"31,231.90",0,"1,437,852.98"
19-Sep-20,Reversal,0,"1,437,852.98",0
19-Sep-20,Miscellaneous,"3,704.00",0,"3,704.00"
19-Sep-20,Miscellaneous,0,617.33,"3,086.67"
19-Sep-20,Debit Card,"3,385.00",0,"6,471.67"
19-Sep-20,Miscellaneous,0,"1,617.92","4,853.75"
19-Sep-20,Debit Card,0,539.31,"4,314.44"
19-Sep-20,Cash,0,"2,157.22","2,157.22"
19-Sep-20,Bill,"258,862.00",0,"261,019.22"
19-Sep-20,Miscellaneous,0,"29,002.14","232,017.08"
19-Sep-20,Tax,"22,504.30",0,"254,521.38"
19-Sep-20,Interest,0,"63,630.35","190,891.04"
19-Sep-20,Cash,0,"27,270.15","163,620.89"
19-Sep-20,Cash,3.08,0,"163,623.97"
19-Sep-20,Interest,0,"16,362.40","147,261.57"
19-Sep-20,Purchase,0,"14,726.16","132,535.41"
19-Sep-20,RTGS,3,0,"132,538.41"
19-Sep-20,ATM,0,"44,179.47","88,358.94"
19-Sep-20,RTGS,378,0,"88,736.94"
19-Sep-20,Debit Card,"3,610.00",0,"92,346.94"
19-Sep-20,Cash,0,"10,260.77","82,086.17"
19-Sep-20,Bill,"838,790.80",0,"920,876.97"
19-Sep-20,Cash,0,"153,479.50","767,397.48"
19-Sep-20,Debit Card,0,"95,924.69","671,472.80"
19-Sep-20,Debit Card,255.47,0,"671,728.27"
19-Sep-20,Miscellaneous,"86,843.20",0,"758,571.47"
19-Sep-20,Cheque,18.58,0,"758,590.05"
19-Sep-20,Debit Card,77.1,0,"758,667.15"
19-Sep-20,ATM,0,"75,866.72","682,800.44"
19-Sep-20,IMPS,0,"227,600.15","455,200.29"
19-Sep-20,RTGS,0,"91,040.06","364,160.23"
19-Sep-20,Reversal,0,"121,386.74","242,773.49"
19-Sep-20,IMPS,"20,890.50",0,"263,663.99"
19-Sep-20,Interest,"2,633.20",0,"266,297.19"
19-Sep-20,Bill,0,"29,588.58","236,708.61"
19-Sep-20,Cheque,0,"47,341.72","189,366.89"
19-Sep-20,Debit Card,6.5,0,"189,373.39"
19-Sep-20,Commission,"31,062.30",0,"220,435.69"
19-Sep-20,Interest,6.5,0,"220,442.19"
19-Sep-20,Tax,0,"44,088.44","176,353.75"
19-Sep-20,Debit Card,0,"176,353.75",0
19-Sep-20,NEFT,6.8,0,6.8
19-Sep-20,NEFT,33,0,39.8
19-Sep-20,Purchase,0,13.27,26.53
19-Sep-20,Commission,29.05,0,55.58
19-Sep-20,Cash,0,6.18,49.4
19-Sep-20,Transfer,0,4.94,44.46
19-Sep-20,Interest,153.07,0,197.53
19-Sep-20,Tax,3.49,0,201.02
19-Sep-20,Bill,460.68,0,661.7
19-Sep-20,Tax,0,66.17,595.53
19-Sep-20,IMPS,"8,995.77",0,"9,591.30"
19-Sep-20,Debit Card,"5,407.00",0,"14,998.30"
19-Sep-20,Interest,"2,452.30",0,"17,450.60"
19-Sep-20,RTGS,"1,976.40",0,"19,427.00"
19-Sep-20,Purchase,0,"4,856.75","14,570.25"
19-Sep-20,Purchase,2,0,"14,572.25"
19-Sep-20,Miscellaneous,0,"1,457.23","13,115.02"
19-Sep-20,Bill,437.4,0,"13,552.42"
19-Sep-20,Purchase,0,"1,936.06","11,616.36"
19-Sep-20,Debit Card,0,"2,323.27","9,293.09"
19-Sep-20,Tax,"1,949,156.75",0,"1,958,449.84"
19-Sep-20,Bill,0,"652,816.61","1,305,633.23"
20-Sep-20,Commission,0,"1,305,633.23",0
20-Sep-20,IMPS,50.01,0,50.01
20-Sep-20,Commission,0,8.34,41.68
20-Sep-20,Cheque,"235,181.50",0,"235,223.18"
20-Sep-20,Purchase,"138,839.70",0,"374,062.88"
20-Sep-20,NEFT,886.79,0,"374,949.67"
20-Sep-20,RTGS,"1,983,915.00",0,"2,358,864.67"
21-Sep-20,Transfer,"903,144.50",0,"3,262,009.17"
21-Sep-20,Cash,31,0,"3,262,040.17"
21-Sep-20,Debit Card,"577,314.00",0,"3,839,354.17"
21-Sep-20,Transfer,0,"959,838.54","2,879,515.63"
21-Sep-20,Cash,257.3,0,"2,879,772.93"
21-Sep-20,Commission,32,0,"2,879,804.93"
21-Sep-20,Transfer,0,"719,951.23","2,159,853.70"
21-Sep-20,IMPS,8,0,"2,159,861.70"
21-Sep-20,Tax,0,"539,965.43","1,619,896.28"
21-Sep-20,Bill,0,"231,413.75","1,388,482.53"
21-Sep-20,Debit Card,29.27,0,"1,388,511.80"
21-Sep-20,RTGS,0,"462,837.27","925,674.53"
21-Sep-20,Debit Card,0,"925,674.53",0
21-Sep-20,NEFT,144,0,144
21-Sep-20,IMPS,"10,166.05",0,"10,310.05"
21-Sep-20,Transfer,0,"1,718.34","8,591.71"
21-Sep-20,Tax,0,"1,718.34","6,873.37"
21-Sep-20,Commission,0,"6,873.37",0
21-Sep-20,Commission,"515,470.00",0,"515,470.00"
21-Sep-20,Bill,0,"85,911.67","429,558.33"
21-Sep-20,Transfer,0,"47,728.70","381,829.63"
21-Sep-20,Miscellaneous,0,"38,182.96","343,646.67"
21-Sep-20,IMPS,4.09,0,"343,650.76"
21-Sep-20,Cash,0,"49,092.97","294,557.79"
21-Sep-20,RTGS,55.43,0,"294,613.22"
21-Sep-20,Interest,"65,694.28",0,"360,307.50"
21-Sep-20,Miscellaneous,0,"40,034.17","320,273.33"
21-Sep-20,Commission,0,"53,378.89","266,894.44"
21-Sep-20,Debit Card,0,"44,482.41","222,412.03"
21-Sep-20,Debit Card,0,"31,773.15","190,638.88"
21-Sep-20,NEFT,"3,235.72",0,"193,874.60"
21-Sep-20,Bill,0,"96,937.30","96,937.30"
21-Sep-20,Interest,"17,041.00",0,"113,978.30"
21-Sep-20,IMPS,0,"56,989.15","56,989.15"
21-Sep-20,Cash,0,"9,498.19","47,490.96"
21-Sep-20,Commission,0,"23,745.48","23,745.48"
21-Sep-20,Commission,384,0,"24,129.48"
21-Sep-20,Cash,0,"2,412.95","21,716.53"
21-Sep-20,Reversal,0,"10,858.27","10,858.26"
21-Sep-20,Transfer,"13,576.10",0,"24,434.36"
21-Sep-20,Cash,"3,328.00",0,"27,762.36"
21-Sep-20,Commission,54.3,0,"27,816.66"
21-Sep-20,Purchase,"373,744.00",0,"401,560.66"
21-Sep-20,Interest,0,"401,560.66",0
21-Sep-20,Purchase,"133,782.00",0,"133,782.00"
21-Sep-20,Tax,0,"19,111.71","114,670.29"
21-Sep-20,Reversal,0,"11,467.03","103,203.26"
21-Sep-20,ATM,0,"51,601.63","51,601.63"
21-Sep-20,Tax,0,"12,900.41","38,701.22"
21-Sep-20,Bill,"3,214.00",0,"41,915.22"
21-Sep-20,Interest,"1,198,182.00",0,"1,240,097.22"
21-Sep-20,Interest,362,0,"1,240,459.22"
21-Sep-20,Debit Card,"76,232.00",0,"1,316,691.22"
21-Sep-20,Miscellaneous,47.06,0,"1,316,738.28"
21-Sep-20,RTGS,0,"164,592.29","1,152,146.00"
21-Sep-20,ATM,67,0,"1,152,213.00"
21-Sep-20,Reversal,0,"115,221.30","1,036,991.70"
21-Sep-20,Cash,0,"172,831.95","864,159.75"
21-Sep-20,Commission,0,"86,415.98","777,743.78"
21-Sep-20,RTGS,"106,356.97",0,"884,100.75"
21-Sep-20,Bill,"211,883.70",0,"1,095,984.45"
22-Sep-20,Purchase,0,"219,196.89","876,787.56"
22-Sep-20,Transfer,0,"292,262.52","584,525.04"
23-Sep-20,Transfer,0,"292,262.52","292,262.52"
23-Sep-20,Tax,6.6,0,"292,269.12"
23-Sep-20,ATM,0,"146,134.56","146,134.56"
23-Sep-20,Tax,0,"20,876.37","125,258.19"
23-Sep-20,Purchase,0,"13,917.58","111,340.61"
23-Sep-20,NEFT,0,"18,556.77","92,783.84"
23-Sep-20,Cheque,"11,194.30",0,"103,978.14"
23-Sep-20,Transfer,0,"17,329.69","86,648.45"
23-Sep-20,Cheque,"250,244.09",0,"336,892.54"
23-Sep-20,Cheque,0,"112,297.51","224,595.03"
23-Sep-20,Debit Card,"1,110,742.00",0,"1,335,337.03"
23-Sep-20,Purchase,178.8,0,"1,335,515.83"
23-Sep-20,Transfer,0,"667,757.92","667,757.92"
23-Sep-20,Tax,0,"222,585.97","445,171.95"
23-Sep-20,IMPS,9,0,"445,180.95"
23-Sep-20,RTGS,0,"44,518.10","400,662.86"
23-Sep-20,Cheque,0,"40,066.29","360,596.57"
23-Sep-20,ATM,51,0,"360,647.57"
23-Sep-20,Interest,13.6,0,"360,661.17"
23-Sep-20,Transfer,0,"360,661.17",0
23-Sep-20,ATM,"544,314.00",0,"544,314.00"
23-Sep-20,Tax,"323,359.50",0,"867,673.50"
23-Sep-20,IMPS,443.96,0,"868,117.46"
23-Sep-20,IMPS,0,"868,117.46",0
23-Sep-20,Commission,"28,545.00",0,"28,545.00"
23-Sep-20,RTGS,0,"7,136.25","21,408.75"
23-Sep-20,Bill,0,"2,676.09","18,732.66"
23-Sep-20,Interest,0,"2,081.41","16,651.25"
23-Sep-20,Purchase,0,"2,081.41","14,569.84"
23-Sep-20,Debit Card,0,"1,821.23","12,748.61"
23-Sep-20,Purchase,0,"1,593.58","11,155.03"
23-Sep-20,Cheque,"1,818.00",0,"12,973.03"
23-Sep-20,RTGS,58,0,"13,031.03"
23-Sep-20,Bill,"3,156.00",0,"16,187.03"
23-Sep-20,Interest,0,"8,093.52","8,093.52"
23-Sep-20,Tax,725.8,0,"8,819.32"
23-Sep-20,Commission,"13,511.10",0,"22,330.42"
23-Sep-20,Purchase,"22,051.18",0,"44,381.60"
23-Sep-20,RTGS,0,"8,876.32","35,505.28"
23-Sep-20,NEFT,22.3,0,"35,527.58"
23-Sep-20,Cash,0,"8,881.90","26,645.68"
23-Sep-20,Cash,0,"8,881.89","17,763.79"
23-Sep-20,IMPS,0,"3,552.76","14,211.03"
23-Sep-20,Cheque,0,"1,776.38","12,434.65"
23-Sep-20,Cheque,0,0,"12,434.65"
24-Sep-20,IMPS,"2,668.20",0,"15,102.85"
24-Sep-20,Miscellaneous,"128,490.00",0,"143,592.85"
24-Sep-20,Commission,"2,529.40",0,"146,122.25"
24-Sep-20,IMPS,0,"18,265.28","127,856.97"
24-Sep-20,Debit Card,0,"21,309.50","106,547.48"
24-Sep-20,Reversal,"207,316.00",0,"313,863.48"
24-Sep-20,Cash,0,"78,465.87","235,397.61"
24-Sep-20,Bill,"246,762.22",0,"482,159.83"
24-Sep-20,IMPS,0,"48,215.98","433,943.85"
24-Sep-20,Miscellaneous,0.4,0,"433,944.25"
24-Sep-20,Tax,0,"43,394.43","390,549.82"
24-Sep-20,Transfer,"253,128.60",0,"643,678.42"
24-Sep-20,Debit Card,"26,425.80",0,"670,104.22"
24-Sep-20,Cheque,"174,935.00",0,"845,039.22"
24-Sep-20,RTGS,"89,250.00",0,"934,289.22"
24-Sep-20,Commission,32.1,0,"934,321.32"
24-Sep-20,Bill,64,0,"934,385.32"
24-Sep-20,Miscellaneous,0,"233,596.33","700,788.99"
24-Sep-20,IMPS,0,"700,788.99",0
24-Sep-20,Tax,"12,993.00",0,"12,993.00"
24-Sep-20,Debit Card,0,"12,993.00",0
24-Sep-20,Interest,"153,120.20",0,"153,120.20"
24-Sep-20,Debit Card,0,"153,120.20",0
24-Sep-20,Purchase,"14,427.46",0,"14,427.46"
24-Sep-20,IMPS,0,"1,603.05","12,824.41"
24-Sep-20,Cash,"1,879,491.20",0,"1,892,315.61"
24-Sep-20,Cash,0,"630,771.87","1,261,543.74"
24-Sep-20,Tax,"694,353.00",0,"1,955,896.74"
24-Sep-20,Cheque,"200,275.81",0,"2,156,172.55"
24-Sep-20,ATM,"949,254.25",0,"3,105,426.80"
24-Sep-20,Interest,0,"3,105,426.80",0
24-Sep-20,Interest,"185,548.50",0,"185,548.50"
24-Sep-20,ATM,"2,071.36",0,"187,619.86"
24-Sep-20,ATM,0,"37,523.97","150,095.89"
25-Sep-20,Bill,0,"16,677.32","133,418.57"
25-Sep-20,Tax,0,"33,354.64","100,063.93"
25-Sep-20,Cheque,0,"20,012.79","80,051.14"
25-Sep-20,Reversal,0,"40,025.57","40,025.57"
25-Sep-20,Tax,0,"10,006.39","30,019.18"
25-Sep-20,Interest,0,"5,003.20","25,015.98"
25-Sep-20,Miscellaneous,0,"12,507.99","12,507.99"
25-Sep-20,RTGS,0,"12,507.99",0
25-Sep-20,ATM,"880,281.00",0,"880,281.00"
25-Sep-20,Purchase,0,"880,281.00",0
25-Sep-20,Purchase,5,0,5
25-Sep-20,RTGS,59.56,0,64.56
25-Sep-20,Interest,0,32.28,32.28
25-Sep-20,Transfer,0,10.76,21.52
25-Sep-20,Bill,"1,609.70",0,"1,631.22"
25-Sep-20,Cash,0,163.12,"1,468.10"
25-Sep-20,RTGS,0,183.51,"1,284.59"
25-Sep-20,Cash,22.6,0,"1,307.19"
25-Sep-20,ATM,4,0,"1,311.19"
25-Sep-20,Miscellaneous,0,218.53,"1,092.66"
25-Sep-20,Reversal,53.9,0,"1,146.56"
25-Sep-20,NEFT,"2,961.98",0,"4,108.54"
26-Sep-20,RTGS,0,456.5,"3,652.04"
26-Sep-20,Tax,"18,469.00",0,"22,121.04"
26-Sep-20,Cheque,7.47,0,"22,128.51"
26-Sep-20,Tax,342,0,"22,470.51"
26-Sep-20,Miscellaneous,0,"5,617.63","16,852.88"
26-Sep-20,RTGS,0,"8,426.44","8,426.44"
26-Sep-20,IMPS,"132,944.00",0,"141,370.44"
26-Sep-20,Tax,"3,262.70",0,"144,633.14"
26-Sep-20,Cheque,"130,626.00",0,"275,259.14"
26-Sep-20,Transfer,6,0,"275,265.14"
